name,squad,ageAvg,foreigners,marketValueAvg,totalMarketValue,rank,points,teamAverage,teamMatches,leagueName
Borussia Mönchengladbach,27,25.9,14,€4.84m,€130.63m,3 ,66,27,34,L1
TSG 1899 Hoffenheim,30,24.4,14,€4.06m,€121.78m,8 ,44,-6,34,L1
1.FSV Mainz 05,36,24.9,19,€2.44m,€88.00m,11 ,40,-2,34,L1
Hamburger SV,38,25.2,21,€2.29m,€87.15m,16 ,35,-25,34,L1
VfB Stuttgart,30,24.7,16,€2.90m,€86.95m,14 ,36,-18,34,L1
Hannover 96,35,25.6,16,€2.19m,€76.65m,13 ,37,-16,34,L1
Eintracht Frankfurt,30,25.1,14,€2.50m,€74.90m,9 ,43,-6,34,L1
SV Werder Bremen,36,23.9,15,€1.88m,€67.53m,10 ,43,-15,34,L1
Hertha BSC,30,26.3,16,€2.20m,€66.00m,15 ,35,-16,34,L1
SC Freiburg,30,25.1,13,€1.91m,€57.40m,17 ,34,-11,34,L1
1. FC Köln,27,25.4,14,€1.88m,€50.75m,12 ,40,-6,34,L1
FC Augsburg,35,25.5,19,€1.43m,€50.08m,5 ,49,0,34,L1
SC Paderborn 07,28,26.1,8,€1.02m,€28.50m,18 ,31,-34,34,L1
Bayern Munich,32,25.7,15,€24.53m,€784.88m,1 ,78,56,34,L1
Borussia Dortmund,34,24.4,19,€18.92m,€643.25m,2 ,76,37,34,L1
RB Leipzig,34,22.6,22,€14.09m,€479.00m,3 ,66,34,34,L1
Bayer 04 Leverkusen,31,24.6,16,€13.85m,€429.40m,4 ,58,17,34,L1
TSG 1899 Hoffenheim,38,24.4,22,€8.85m,€336.25m,9 ,51,18,34,L1
Eintracht Frankfurt,47,24.8,28,€6.67m,€313.40m,7 ,54,12,34,L1
Borussia Mönchengladbach,30,25.2,17,€8.81m,€264.30m,5 ,55,13,34,L1
VfL Wolfsburg,36,25.1,21,€6.37m,€229.25m,6 ,55,12,34,L1
FC Schalke 04,39,25.1,24,€5.67m,€221.30m,14 ,33,-18,34,L1
Hertha BSC,36,24.4,19,€5.77m,€207.63m,11 ,43,-8,34,L1
SV Werder Bremen,33,25.8,18,€5.09m,€168.05m,8 ,53,9,34,L1
1.FSV Mainz 05,35,24.7,20,€4.56m,€159.73m,12 ,43,-11,34,L1
VfB Stuttgart,34,24.9,16,€4.23m,€143.75m,16 ,28,-38,34,L1
FC Augsburg,40,24.9,19,€3.48m,€139.25m,15 ,32,-20,34,L1
SC Freiburg,34,25.0,9,€3.59m,€122.10m,13 ,36,-15,34,L1
Fortuna Düsseldorf,34,26.3,16,€2.79m,€94.95m,10 ,44,-16,34,L1
Hannover 96,37,25.7,18,€2.47m,€91.43m,17 ,21,-40,34,L1
1.FC Nuremberg,29,25.2,11,€1.88m,€54.40m,18 ,19,-42,34,L1
Bayern Munich,30,26.5,16,€6.02m,€180.73m,4 ,60,15,34,L1
SV Werder Bremen,33,24.9,14,€4.77m,€157.25m,3 ,66,36,34,L1
FC Schalke 04,30,24.7,14,€3.55m,€106.60m,2 ,68,21,34,L1
Hamburger SV,36,24.9,19,€2.83m,€101.83m,7 ,45,6,34,L1
VfB Stuttgart,32,25.3,11,€3.03m,€97.08m,1 ,70,24,34,L1
Borussia Dortmund,32,24.0,14,€2.49m,€79.78m,9 ,44,-2,34,L1
Bayer 04 Leverkusen,28,25.1,14,€2.65m,€74.08m,5 ,51,5,34,L1
Hertha BSC,31,25.4,18,€2.14m,€66.40m,10 ,44,-5,34,L1
1.FC Nuremberg,31,25.5,20,€2.11m,€65.45m,6 ,48,11,34,L1
VfL Wolfsburg,30,26.9,21,€1.86m,€55.90m,15 ,37,-8,34,L1
Eintracht Frankfurt,30,25.6,12,€1.77m,€52.95m,14 ,40,-12,34,L1
Borussia Mönchengladbach,36,24.6,18,€1.27m,€45.85m,18 ,26,-21,34,L1
Hannover 96,32,26.1,15,€1.43m,€45.85m,11 ,44,-9,34,L1
VfL Bochum,32,27.2,15,€1.28m,€41.00m,8 ,45,-1,34,L1
1.FSV Mainz 05,34,25.6,15,€1.06m,€36.03m,16 ,34,-23,34,L1
Arminia Bielefeld,30,26.7,12,€1.19m,€35.60m,12 ,42,-2,34,L1
Alemannia Aachen,31,25.6,9,€862k,€26.73m,17 ,34,-24,34,L1
FC Energie Cottbus,30,26.4,18,€885k,€26.55m,13 ,41,-11,34,L1
Bayern Munich,38,24.7,18,€21.36m,€811.85m,1 ,84,64,34,L1
Borussia Dortmund,35,25.0,19,€16.41m,€574.20m,4 ,55,17,34,L1
RB Leipzig,28,24.1,19,€13.33m,€373.30m,6 ,53,4,34,L1
Bayer 04 Leverkusen,27,25.3,14,€13.24m,€357.35m,5 ,55,14,34,L1
FC Schalke 04,29,25.5,18,€9.46m,€274.35m,2 ,63,16,34,L1
TSG 1899 Hoffenheim,36,24.1,13,€5.91m,€212.75m,3 ,55,18,34,L1
Borussia Mönchengladbach,35,24.6,19,€5.52m,€193.25m,9 ,47,-5,34,L1
VfL Wolfsburg,33,24.3,19,€4.35m,€143.60m,16 ,33,-12,34,L1
VfB Stuttgart,34,24.7,17,€3.96m,€134.70m,7 ,51,0,34,L1
Hertha BSC,32,24.9,15,€4.11m,€131.45m,10 ,43,-3,34,L1
Eintracht Frankfurt,36,25.0,23,€3.50m,€126.15m,8 ,49,0,34,L1
SV Werder Bremen,33,25.6,19,€3.25m,€107.15m,11 ,42,-3,34,L1
SC Freiburg,36,25.5,15,€2.79m,€100.60m,15 ,36,-24,34,L1
FC Augsburg,33,25.6,17,€3.04m,€100.45m,12 ,41,-3,34,L1
1.FSV Mainz 05,33,25.3,19,€2.98m,€98.35m,14 ,36,-14,34,L1
Hannover 96,30,25.9,12,€3.10m,€92.95m,13 ,39,-10,34,L1
1. FC Köln,38,24.5,19,€2.41m,€91.73m,18 ,22,-35,34,L1
Hamburger SV,34,24.5,17,€1.84m,€62.40m,17 ,31,-24,34,L1
Bayern Munich,29,27.6,14,€6.04m,€175.30m,1 ,77,42,34,L1
SV Werder Bremen,29,25.0,14,€3.40m,€98.48m,3 ,59,31,34,L1
Bayer 04 Leverkusen,32,24.8,15,€2.72m,€86.93m,6 ,57,21,34,L1
FC Schalke 04,33,25.6,16,€2.62m,€86.33m,2 ,63,10,34,L1
VfB Stuttgart,31,25.5,14,€2.56m,€79.50m,5 ,58,14,34,L1
Borussia Dortmund,36,24.5,18,€2.18m,€78.33m,7 ,55,3,34,L1
Hertha BSC,30,26.3,14,€2.39m,€71.78m,4 ,58,28,34,L1
Hamburger SV,31,24.9,16,€2.12m,€65.60m,8 ,51,5,34,L1
VfL Wolfsburg,28,27.3,18,€2.12m,€59.30m,9 ,48,-2,34,L1
Borussia Mönchengladbach,37,27.2,19,€1.33m,€49.18m,15 ,36,-16,34,L1
Hannover 96,35,26.1,23,€1.23m,€42.98m,10 ,45,-2,34,L1
1.FC Nuremberg,29,25.6,12,€1.20m,€34.90m,14 ,38,-8,34,L1
1.FC Kaiserslautern,32,26.6,14,€1.05m,€33.75m,12 ,42,-9,34,L1
VfL Bochum,33,26.3,22,€952k,€31.40m,16 ,35,-21,34,L1
FC Hansa Rostock,28,27.5,14,€925k,€25.90m,17 ,30,-34,34,L1
Arminia Bielefeld,35,25.9,17,€704k,€24.65m,13 ,40,-12,34,L1
SC Freiburg,32,25.8,19,€701k,€22.43m,18 ,18,-45,34,L1
1.FSV Mainz 05,32,27.6,7,€523k,€16.73m,11 ,43,-5,34,L1
Bayern Munich,31,25.7,17,€9.97m,€308.98m,3 ,65,41,34,L1
Borussia Dortmund,31,24.8,15,€5.48m,€169.95m,1 ,75,45,34,L1
FC Schalke 04,36,25.2,23,€4.37m,€157.18m,14 ,40,-6,34,L1
SV Werder Bremen,38,25.0,18,€3.98m,€151.13m,13 ,41,-14,34,L1
Bayer 04 Leverkusen,30,25.1,12,€4.92m,€147.68m,2 ,68,20,34,L1
VfL Wolfsburg,34,25.7,25,€4.27m,€145.10m,15 ,38,-5,34,L1
TSG 1899 Hoffenheim,34,23.8,19,€3.71m,€126.13m,11 ,43,0,34,L1
Hamburger SV,30,25.9,20,€3.74m,€112.13m,8 ,45,-6,34,L1
VfB Stuttgart,33,25.3,17,€3.19m,€105.25m,12 ,42,1,34,L1
1. FC Köln,38,25.2,19,€1.82m,€69.28m,10 ,44,-15,34,L1
Borussia Mönchengladbach,34,25.8,19,€1.96m,€66.55m,16 ,36,-17,34,L1
Hannover 96,28,26.0,14,€2.33m,€65.35m,4 ,60,4,34,L1
1.FSV Mainz 05,28,26.9,15,€2.16m,€60.60m,5 ,58,13,34,L1
1.FC Nuremberg,32,24.5,14,€1.88m,€60.20m,6 ,47,2,34,L1
SC Freiburg,32,25.3,19,€1.87m,€59.95m,9 ,44,-9,34,L1
1.FC Kaiserslautern,30,24.9,18,€1.68m,€50.50m,7 ,46,-3,34,L1
Eintracht Frankfurt,31,25.2,15,€1.53m,€47.58m,17 ,34,-18,34,L1
FC St. Pauli,30,26.8,2,€1.02m,€30.50m,18 ,29,-33,34,L1
Bayern Munich,31,25.7,14,€8.04m,€249.20m,1 ,76,47,34,L1
SV Werder Bremen,37,24.2,17,€4.31m,€159.55m,2 ,66,30,34,L1
FC Schalke 04,34,26.0,19,€3.70m,€125.85m,3 ,64,23,34,L1
Hamburger SV,36,24.1,24,€3.35m,€120.75m,4 ,54,21,34,L1
VfB Stuttgart,35,24.9,17,€3.11m,€108.85m,6 ,52,0,34,L1
Bayer 04 Leverkusen,31,24.2,12,€2.90m,€90.05m,7 ,51,17,34,L1
Hertha BSC,36,24.5,22,€2.25m,€81.00m,10 ,44,-5,34,L1
Borussia Dortmund,34,25.5,17,€2.35m,€79.80m,13 ,40,-12,34,L1
VfL Wolfsburg,39,25.6,25,€2.03m,€79.00m,5 ,54,12,34,L1
Eintracht Frankfurt,34,25.1,17,€1.99m,€67.80m,9 ,46,-7,34,L1
Hannover 96,31,27.4,15,€1.94m,€60.20m,8 ,49,-2,34,L1
1.FC Nuremberg,33,25.8,21,€1.74m,€57.45m,16 ,31,-16,34,L1
VfL Bochum,33,25.9,17,€1.27m,€41.95m,12 ,41,-6,34,L1
Karlsruher SC,27,25.5,9,€1.38m,€37.35m,11 ,43,-15,34,L1
Arminia Bielefeld,34,26.4,11,€1.03m,€34.85m,15 ,34,-25,34,L1
FC Energie Cottbus,39,26.1,24,€794k,€30.95m,14 ,36,-21,34,L1
MSV Duisburg,38,26.3,21,€768k,€29.20m,18 ,29,-19,34,L1
FC Hansa Rostock,31,26.4,12,€889k,€27.55m,17 ,30,-22,34,L1
Bayern Munich,25,25.8,11,€14.24m,€356.00m,2 ,73,55,34,L1
Borussia Dortmund,30,24.6,13,€7.20m,€215.95m,1 ,81,55,34,L1
FC Schalke 04,39,24.7,21,€3.98m,€155.23m,3 ,64,30,34,L1
Bayer 04 Leverkusen,30,24.1,9,€4.50m,€134.85m,5 ,54,8,34,L1
VfL Wolfsburg,45,25.9,29,€2.80m,€125.80m,8 ,44,-13,34,L1
VfB Stuttgart,32,25.3,18,€3.69m,€118.00m,6 ,53,17,34,L1
SV Werder Bremen,38,24.3,17,€2.95m,€111.95m,9 ,42,-9,34,L1
TSG 1899 Hoffenheim,35,23.9,20,€2.53m,€88.65m,11 ,41,-6,34,L1
Borussia Mönchengladbach,28,24.4,15,€3.15m,€88.30m,4 ,60,25,34,L1
Hamburger SV,37,24.0,23,€2.32m,€85.90m,15 ,36,-22,34,L1
Hannover 96,31,25.7,17,€2.48m,€76.80m,7 ,48,-4,34,L1
SC Freiburg,37,25.0,17,€1.88m,€69.43m,12 ,40,-16,34,L1
1. FC Köln,34,24.7,17,€1.77m,€60.18m,17 ,30,-36,34,L1
1.FC Nuremberg,30,24.2,12,€1.74m,€52.10m,10 ,42,-11,34,L1
1.FSV Mainz 05,30,25.7,18,€1.73m,€52.00m,13 ,39,-4,34,L1
Hertha BSC,31,24.7,18,€1.47m,€45.60m,16 ,31,-26,34,L1
1.FC Kaiserslautern,37,24.3,22,€1.15m,€42.60m,18 ,23,-30,34,L1
FC Augsburg,32,26.2,15,€1.20m,€38.35m,14 ,38,-13,34,L1
Bayern Munich,28,27.8,14,€6.35m,€177.88m,1 ,75,35,34,L1
SV Werder Bremen,28,25.1,13,€3.99m,€111.60m,2 ,70,42,34,L1
Hamburger SV,35,24.6,17,€3.05m,€106.90m,3 ,68,23,34,L1
FC Schalke 04,32,25.2,16,€2.72m,€87.18m,4 ,61,16,34,L1
Bayer 04 Leverkusen,33,24.5,15,€2.46m,€81.23m,5 ,52,15,34,L1
Borussia Dortmund,35,23.6,14,€2.24m,€78.53m,7 ,46,3,34,L1
Hertha BSC,31,25.8,20,€2.35m,€72.70m,6 ,48,4,34,L1
VfB Stuttgart,33,26.0,13,€2.12m,€69.80m,9 ,43,-2,34,L1
VfL Wolfsburg,32,27.5,22,€1.92m,€61.38m,15 ,34,-22,34,L1
1.FC Nuremberg,32,25.2,16,€1.63m,€52.13m,8 ,44,-2,34,L1
Borussia Mönchengladbach,34,26.9,21,€1.47m,€49.90m,10 ,42,-8,34,L1
Hannover 96,33,25.5,13,€1.37m,€45.35m,12 ,38,-4,34,L1
1. FC Köln,37,26.5,16,€1.18m,€43.63m,17 ,30,-22,34,L1
Eintracht Frankfurt,32,26.1,13,€1.25m,€39.95m,14 ,36,-9,34,L1
1.FSV Mainz 05,31,25.9,9,€1.22m,€37.75m,11 ,38,-1,34,L1
1.FC Kaiserslautern,35,26.5,15,€1.07m,€37.38m,16 ,33,-24,34,L1
Arminia Bielefeld,33,26.3,15,€995k,€32.85m,13 ,37,-15,34,L1
MSV Duisburg,31,27.6,10,€780k,€24.18m,18 ,27,-29,34,L1
Bayern Munich,29,26.1,15,€9.64m,€279.55m,1 ,70,41,34,L1
VfL Wolfsburg,31,25.8,19,€5.01m,€155.43m,8 ,50,6,34,L1
SV Werder Bremen,38,24.4,17,€3.79m,€143.95m,3 ,61,31,34,L1
Hamburger SV,35,24.9,19,€3.89m,€136.28m,7 ,52,15,34,L1
FC Schalke 04,40,24.3,23,€3.36m,€134.55m,2 ,65,22,34,L1
Bayer 04 Leverkusen,30,24.6,14,€4.43m,€132.90m,4 ,59,27,34,L1
VfB Stuttgart,34,25.2,14,€3.67m,€124.65m,6 ,55,10,34,L1
Borussia Dortmund,34,24.0,13,€3.22m,€109.40m,5 ,57,12,34,L1
TSG 1899 Hoffenheim,33,23.3,16,€2.95m,€97.50m,11 ,42,2,34,L1
Hertha BSC,33,25.1,21,€1.88m,€61.98m,18 ,24,-22,34,L1
Eintracht Frankfurt,36,25.7,20,€1.64m,€59.20m,10 ,46,-7,34,L1
1. FC Köln,33,24.8,18,€1.79m,€59.13m,13 ,38,-9,34,L1
Borussia Mönchengladbach,30,25.5,15,€1.83m,€55.00m,12 ,39,-17,34,L1
Hannover 96,39,25.9,22,€1.30m,€50.88m,15 ,33,-24,34,L1
1.FSV Mainz 05,41,26.0,22,€1.19m,€48.78m,9 ,47,-6,34,L1
1.FC Nuremberg,33,24.8,16,€1.44m,€47.50m,16 ,31,-26,34,L1
VfL Bochum,32,26.5,16,€1.25m,€39.90m,17 ,28,-31,34,L1
SC Freiburg,32,24.8,20,€1.23m,€39.45m,14 ,35,-24,34,L1
Bayern Munich,29,26.2,14,€8.14m,€235.95m,2 ,67,29,34,L1
Hamburger SV,38,25.2,26,€4.13m,€156.88m,5 ,61,2,34,L1
SV Werder Bremen,35,24.2,17,€4.27m,€149.45m,10 ,45,14,34,L1
VfL Wolfsburg,35,25.5,24,€3.95m,€138.33m,1 ,69,39,34,L1
Bayer 04 Leverkusen,31,25.1,15,€3.87m,€120.10m,9 ,49,13,34,L1
VfB Stuttgart,34,25.0,13,€3.50m,€119.05m,3 ,64,20,34,L1
FC Schalke 04,34,24.9,19,€3.47m,€118.05m,8 ,50,12,34,L1
Borussia Dortmund,39,25.4,21,€2.71m,€105.83m,6 ,59,23,34,L1
Hertha BSC,31,24.9,21,€2.84m,€88.10m,4 ,63,7,34,L1
TSG 1899 Hoffenheim,34,23.7,14,€2.34m,€79.65m,7 ,55,14,34,L1
Hannover 96,35,26.0,17,€1.84m,€64.38m,11 ,40,-20,34,L1
Eintracht Frankfurt,34,25.0,20,€1.86m,€63.40m,13 ,33,-21,34,L1
1. FC Köln,32,26.3,20,€1.54m,€49.30m,12 ,39,-15,34,L1
Borussia Mönchengladbach,36,26.4,18,€1.36m,€49.00m,15 ,31,-23,34,L1
VfL Bochum,34,27.3,17,€1.22m,€41.45m,14 ,32,-16,34,L1
Karlsruher SC,27,26.8,10,€1.14m,€30.90m,17 ,29,-24,34,L1
Arminia Bielefeld,30,26.5,13,€987k,€29.60m,18 ,28,-27,34,L1
FC Energie Cottbus,35,27.5,22,€844k,€29.53m,16 ,30,-27,34,L1
