name,squad,ageAvg,foreigners,marketValueAvg,totalMarketValue,rank,points,teamAverage,teamMatches,leagueName
Besiktas JK,33,26.5,8,€2.31m,€76.25m,4 ,69,31,34,TR1
Trabzonspor,29,24.7,7,€2.19m,€63.60m,2 ,77,44,34,TR1
Genclerbirligi Ankara,33,25.5,7,€1.42m,€46.95m,5 ,51,11,34,TR1
Gaziantepspor,32,24.3,6,€1.21m,€38.60m,9 ,44,-6,34,TR1
Konyaspor,29,27.7,8,€1.28m,€37.25m,8 ,45,0,34,TR1
Samsunspor,37,25.3,8,€936k,€34.65m,12 ,38,-15,34,TR1
Malatyaspor,32,25.6,9,€1.06m,€33.95m,11 ,43,-6,34,TR1
MKE Ankaragücü,42,25.0,10,€780k,€32.76m,13 ,38,-24,34,TR1
Büyüksehir Belediyesi Ankaraspor,37,25.4,8,€885k,€32.75m,7 ,48,4,34,TR1
Kayserispor,38,26.1,8,€790k,€30.03m,15 ,34,-23,34,TR1
Istanbulspor,34,25.6,9,€810k,€27.55m,17 ,27,-27,34,TR1
Denizlispor,30,25.2,7,€908k,€27.24m,6 ,49,1,34,TR1
Akcaabat Sebatspor,36,26.7,5,€742k,€26.73m,18 ,19,-38,34,TR1
Diyarbakirspor,31,27.0,7,€740k,€22.93m,14 ,34,-22,34,TR1
Caykur Rizespor,29,26.0,7,€788k,€22.85m,10 ,43,-1,34,TR1
Sakaryaspor,32,25.2,7,€464k,€14.85m,16 ,32,-21,34,TR1
Real Madrid,29,25.7,18,€27.69m,€802.90m,1 ,93,65,38,ES1
FC Barcelona,33,25.8,18,€23.19m,€765.30m,2 ,90,79,38,ES1
Atlético de Madrid,38,24.7,22,€13.57m,€515.80m,3 ,78,43,38,ES1
Sevilla FC,38,25.6,23,€7.11m,€270.10m,4 ,72,20,38,ES1
Valencia CF,38,24.9,18,€6.78m,€257.50m,12 ,46,-9,38,ES1
Villarreal CF,34,25.9,13,€5.61m,€190.70m,5 ,67,23,38,ES1
Athletic Bilbao,30,26.9,1,€5.75m,€172.60m,7 ,63,10,38,ES1
Real Sociedad,30,25.8,4,€5.22m,€156.45m,6 ,64,6,38,ES1
Celta de Vigo,29,25.4,15,€4.22m,€122.40m,13 ,45,-16,38,ES1
Deportivo de La Coruña,37,26.8,16,€2.54m,€94.00m,16 ,36,-18,38,ES1
Deportivo Alavés,30,25.3,11,€2.85m,€85.40m,9 ,55,-2,38,ES1
Málaga CF,32,26.0,16,€2.63m,€84.30m,11 ,46,-6,38,ES1
UD Las Palmas,33,26.7,9,€2.55m,€84.30m,14 ,39,-21,38,ES1
Real Betis Balompié,28,26.3,13,€3.01m,€84.20m,15 ,39,-23,38,ES1
RCD Espanyol Barcelona,29,27.3,9,€2.79m,€80.80m,8 ,56,-1,38,ES1
SD Eibar,28,25.9,5,€2.43m,€67.95m,10 ,54,5,38,ES1
Granada CF,40,25.2,26,€1.66m,€66.45m,20 ,20,-52,38,ES1
CD Leganés,37,26.1,11,€1.44m,€53.15m,17 ,35,-19,38,ES1
Sporting Gijón,31,25.8,9,€1.51m,€46.75m,18 ,31,-30,38,ES1
CA Osasuna,37,25.5,9,€1.16m,€42.90m,19 ,22,-54,38,ES1
Real Madrid,36,25.7,19,€21.41m,€770.75m,1 ,86,49,38,ES1
FC Barcelona,47,25.1,23,€15.65m,€735.60m,2 ,73,30,38,ES1
Atlético de Madrid,43,25.3,24,€15.39m,€661.80m,3 ,71,22,38,ES1
Villarreal CF,39,26.0,15,€10.48m,€408.90m,7 ,59,26,38,ES1
Sevilla FC,43,25.7,21,€8.95m,€385.00m,4 ,70,23,38,ES1
Real Sociedad,40,24.7,8,€9.42m,€376.95m,6 ,62,3,38,ES1
Valencia CF,44,23.6,20,€7.06m,€310.60m,9 ,48,-5,38,ES1
Real Betis Balompié,38,27.4,13,€6.82m,€259.00m,5 ,65,22,38,ES1
Athletic Bilbao,31,25.7,1,€7.29m,€226.05m,8 ,55,7,38,ES1
Getafe CF,43,25.2,18,€4.85m,€208.68m,15 ,39,-8,38,ES1
RCD Espanyol Barcelona,38,25.4,7,€3.46m,€131.60m,14 ,42,-13,38,ES1
Celta de Vigo,34,25.5,11,€3.53m,€120.00m,11 ,46,0,38,ES1
CA Osasuna,32,26.9,4,€3.39m,€108.45m,10 ,47,-14,38,ES1
Granada CF,39,26.5,16,€2.66m,€103.75m,18 ,38,-17,38,ES1
Levante UD,42,26.3,12,€1.85m,€77.90m,19 ,35,-25,38,ES1
RCD Mallorca,41,25.7,15,€1.81m,€74.15m,16 ,39,-27,38,ES1
Elche CF,37,27.4,13,€1.97m,€72.98m,13 ,42,-12,38,ES1
Cádiz CF,37,27.3,14,€1.83m,€67.80m,17 ,39,-16,38,ES1
Rayo Vallecano,36,26.2,14,€1.87m,€67.20m,12 ,42,-11,38,ES1
Deportivo Alavés,43,25.1,15,€1.52m,€65.35m,20 ,31,-34,38,ES1
FC Barcelona,32,26.3,17,€34.19m,€1.09bn,1 ,93,70,38,ES1
Real Madrid,32,24.5,15,€29.85m,€955.35m,3 ,76,50,38,ES1
Atlético de Madrid,36,25.4,20,€19.75m,€711.15m,2 ,79,36,38,ES1
Valencia CF,30,24.3,14,€13.27m,€398.05m,4 ,73,27,38,ES1
Sevilla FC,33,26.5,20,€7.67m,€253.20m,7 ,58,-9,38,ES1
Athletic Bilbao,33,25.9,1,€7.56m,€249.40m,16 ,43,-8,38,ES1
Real Sociedad,29,26.3,6,€8.03m,€232.95m,12 ,49,7,38,ES1
Villarreal CF,40,25.4,15,€5.50m,€220.00m,5 ,61,7,38,ES1
Celta de Vigo,32,24.5,16,€5.41m,€173.05m,13 ,49,-1,38,ES1
Real Betis Balompié,31,25.9,11,€4.27m,€132.25m,6 ,60,-1,38,ES1
RCD Espanyol Barcelona,29,27.3,7,€3.37m,€97.80m,11 ,49,-6,38,ES1
UD Las Palmas,38,26.9,15,€2.40m,€91.25m,19 ,22,-50,38,ES1
Girona FC,30,25.4,14,€2.73m,€81.75m,10 ,51,-9,38,ES1
Deportivo Alavés,33,25.1,12,€2.27m,€74.80m,14 ,47,-10,38,ES1
Deportivo de La Coruña,36,26.8,18,€1.85m,€66.45m,18 ,29,-38,38,ES1
Getafe CF,36,26.6,18,€1.82m,€65.60m,8 ,55,9,38,ES1
Levante UD,37,25.2,15,€1.67m,€61.85m,15 ,46,-14,38,ES1
SD Eibar,33,26.8,9,€1.82m,€60.05m,9 ,51,-6,38,ES1
CD Leganés,34,26.8,15,€1.72m,€58.55m,17 ,43,-17,38,ES1
Málaga CF,40,25.8,17,€1.38m,€55.20m,20 ,20,-37,38,ES1
Fenerbahce,33,25.4,7,€3.40m,€112.20m,1 ,70,34,34,TR1
Galatasaray,33,25.4,6,€2.33m,€76.88m,3 ,56,21,34,TR1
Besiktas JK,30,23.8,7,€2.34m,€70.07m,2 ,61,11,34,TR1
Trabzonspor,29,26.3,9,€2.32m,€67.40m,4 ,52,10,34,TR1
Ankaraspor,34,24.9,8,€1.17m,€39.90m,8 ,47,5,34,TR1
MKE Ankaragücü,37,24.9,7,€1.02m,€37.79m,13 ,42,-7,34,TR1
Manisaspor,35,23.9,8,€1.06m,€37.25m,12 ,42,-4,34,TR1
Sivasspor,35,26.5,10,€1.06m,€37.15m,7 ,48,-3,34,TR1
Sakaryaspor,41,25.6,8,€894k,€36.65m,18 ,22,-26,34,TR1
Konyaspor,32,25.8,11,€1.14m,€36.45m,9 ,45,-2,34,TR1
Kayserispor,31,25.4,9,€1.15m,€35.65m,5 ,51,11,34,TR1
Genclerbirligi Ankara,31,24.0,8,€1.15m,€35.53m,6 ,48,1,34,TR1
Kayseri Erciyesspor,34,26.6,8,€1.04m,€35.35m,17 ,37,-20,34,TR1
Gaziantepspor,31,25.5,9,€1.08m,€33.40m,11 ,43,-8,34,TR1
Denizlispor,34,26.1,9,€892k,€30.33m,14 ,41,-7,34,TR1
Bursaspor,31,25.2,4,€966k,€29.95m,10 ,45,-6,34,TR1
Caykur Rizespor,38,25.1,9,€684k,€26.00m,15 ,40,-6,34,TR1
Antalyaspor,29,26.2,7,€877k,€25.44m,16 ,39,-4,34,TR1
Fenerbahce,25,25.2,5,€2.92m,€73.00m,2 ,81,56,34,TR1
Besiktas JK,40,25.5,9,€1.74m,€69.65m,3 ,54,13,34,TR1
Galatasaray,35,24.6,6,€1.86m,€64.95m,1 ,83,48,34,TR1
Trabzonspor,35,24.7,9,€1.83m,€64.14m,4 ,52,9,34,TR1
Ankaraspor,38,25.4,8,€857k,€32.58m,14 ,39,-7,34,TR1
Gaziantepspor,39,24.2,11,€826k,€32.20m,11 ,40,-16,34,TR1
Denizlispor,35,25.9,9,€834k,€29.21m,15 ,37,-9,34,TR1
Konyaspor,31,26.4,7,€920k,€28.52m,7 ,46,-4,34,TR1
MKE Ankaragücü,43,25.5,10,€632k,€27.16m,13 ,39,-5,34,TR1
Samsunspor,37,25.4,11,€697k,€25.79m,17 ,36,-17,34,TR1
Genclerbirligi Ankara,34,24.4,9,€755k,€25.68m,6 ,51,8,34,TR1
Malatyaspor,37,25.3,10,€678k,€25.08m,16 ,36,-16,34,TR1
Kayserispor,34,23.6,6,€689k,€23.43m,5 ,51,17,34,TR1
Manisaspor,41,24.8,9,€558k,€22.87m,12 ,40,-9,34,TR1
Kayseri Erciyesspor,33,26.8,8,€690k,€22.76m,10 ,40,-11,34,TR1
Diyarbakirspor,38,27.5,8,€578k,€21.98m,18 ,29,-38,34,TR1
Sivasspor,34,26.1,9,€622k,€21.15m,8 ,43,-10,34,TR1
Caykur Rizespor,34,25.8,9,€512k,€17.42m,9 ,41,-9,34,TR1
FC Barcelona,32,25.1,20,€25.42m,€813.50m,3 ,79,47,38,ES1
Real Madrid,37,24.8,17,€21.28m,€787.30m,2 ,84,39,38,ES1
Atlético de Madrid,39,24.9,21,€19.82m,€773.10m,1 ,86,42,38,ES1
Sevilla FC,38,25.6,17,€11.01m,€418.25m,4 ,77,20,38,ES1
Real Sociedad,38,24.7,6,€10.70m,€406.60m,5 ,62,21,38,ES1
Villarreal CF,36,25.9,13,€8.13m,€292.60m,7 ,58,16,38,ES1
Valencia CF,35,24.7,20,€7.97m,€278.85m,13 ,43,-3,38,ES1
Real Betis Balompié,33,26.8,12,€6.29m,€207.70m,6 ,61,0,38,ES1
Athletic Bilbao,32,25.9,2,€6.38m,€204.15m,9 ,46,4,38,ES1
Getafe CF,33,25.4,19,€5.15m,€170.10m,15 ,38,-15,38,ES1
Celta de Vigo,41,24.3,12,€3.80m,€155.85m,8 ,53,-2,38,ES1
Granada CF,44,24.9,17,€2.79m,€122.65m,10 ,46,-18,38,ES1
Levante UD,34,26.5,10,€3.32m,€113.00m,14 ,41,-11,38,ES1
CA Osasuna,36,27.0,7,€2.69m,€96.75m,11 ,44,-11,38,ES1
SD Eibar,34,27.1,9,€2.45m,€83.40m,20 ,30,-23,38,ES1
Deportivo Alavés,35,25.6,10,€2.28m,€79.80m,16 ,38,-21,38,ES1
SD Huesca,34,26.5,8,€1.89m,€64.10m,18 ,34,-19,38,ES1
Real Valladolid CF,39,26.9,9,€1.62m,€63.05m,19 ,31,-23,38,ES1
Cádiz CF,41,27.2,16,€1.16m,€47.65m,12 ,44,-22,38,ES1
Elche CF,42,26.7,15,€1.09m,€45.65m,17 ,36,-21,38,ES1
Juventus FC,43,25.0,24,€14.94m,€642.50m,4 ,70,20,38,IT1
Inter Milan,36,27.2,20,€15.52m,€558.55m,2 ,84,52,38,IT1
AC Milan,37,25.3,22,€14.78m,€546.95m,1 ,86,38,38,IT1
SSC Napoli,37,25.3,20,€12.90m,€477.23m,3 ,79,43,38,IT1
Atalanta BC,44,24.5,24,€9.06m,€398.75m,8 ,59,17,38,IT1
AS Roma,39,23.8,25,€9.78m,€381.25m,6 ,63,16,38,IT1
ACF Fiorentina,38,25.4,22,€8.57m,€325.80m,7 ,62,8,38,IT1
SS Lazio,34,27.2,24,€7.78m,€264.48m,5 ,64,19,38,IT1
US Sassuolo,43,25.0,22,€5.84m,€251.00m,11 ,50,-2,38,IT1
Torino FC,41,24.8,25,€5.45m,€223.40m,10 ,50,5,38,IT1
Bologna FC 1909,45,23.7,29,€4.14m,€186.20m,13 ,46,-11,38,IT1
Hellas Verona,43,24.7,19,€3.79m,€162.98m,9 ,53,6,38,IT1
Udinese Calcio,44,25.0,26,€3.23m,€142.30m,12 ,47,3,38,IT1
Cagliari Calcio,46,25.0,23,€2.92m,€134.53m,18 ,30,-34,38,IT1
UC Sampdoria,46,26.2,19,€2.79m,€128.55m,15 ,36,-17,38,IT1
FC Empoli,40,24.5,12,€3.16m,€126.50m,14 ,41,-20,38,IT1
Genoa CFC,47,26.1,24,€2.58m,€121.28m,19 ,28,-33,38,IT1
Venezia FC,51,24.7,35,€1.59m,€80.98m,20 ,27,-35,38,IT1
Spezia Calcio,34,23.6,23,€2.31m,€78.50m,16 ,36,-30,38,IT1
US Salernitana 1919,51,25.9,26,€1.38m,€70.56m,17 ,31,-45,38,IT1
FC Barcelona,35,24.9,11,€17.66m,€618.20m,2 ,91,85,38,ES1
Real Madrid,33,24.8,16,€16.34m,€539.20m,1 ,100,89,38,ES1
Atlético de Madrid,37,24.4,17,€5.68m,€210.00m,5 ,56,7,38,ES1
Valencia CF,28,25.6,13,€6.46m,€181.00m,3 ,61,15,38,ES1
Athletic Bilbao,30,25.2,2,€4.81m,€144.20m,10 ,49,-3,38,ES1
Villarreal CF,35,25.4,12,€3.91m,€137.00m,18 ,41,-14,38,ES1
Sevilla FC,34,25.0,14,€3.91m,€133.00m,9 ,50,1,38,ES1
Málaga CF,32,26.9,18,€3.79m,€121.30m,4 ,58,1,38,ES1
RCD Espanyol Barcelona,37,24.1,19,€2.19m,€81.20m,14 ,46,-10,38,ES1
Real Sociedad,26,25.3,8,€2.87m,€74.70m,12 ,47,-6,38,ES1
Getafe CF,34,26.4,7,€2.09m,€70.95m,11 ,47,-11,38,ES1
RCD Mallorca,32,24.8,13,€1.94m,€62.20m,8 ,52,-4,38,ES1
Real Zaragoza,33,26.1,16,€1.85m,€61.00m,16 ,43,-25,38,ES1
Granada CF,32,26.3,14,€1.89m,€60.60m,17 ,42,-21,38,ES1
Sporting Gijón,33,25.9,8,€1.62m,€53.40m,19 ,37,-27,38,ES1
Real Betis Balompié,36,25.7,6,€1.46m,€52.70m,13 ,47,-9,38,ES1
Rayo Vallecano,37,25.8,6,€1.28m,€47.30m,15 ,43,-20,38,ES1
CA Osasuna,32,27.0,8,€1.39m,€44.40m,7 ,54,-17,38,ES1
Racing Santander,38,24.2,9,€1.12m,€42.60m,20 ,27,-35,38,ES1
Levante UD,34,27.4,9,€1.18m,€40.25m,6 ,55,4,38,ES1
FC Barcelona,39,24.7,20,€29.72m,€1.16bn,1 ,87,54,38,ES1
Atlético de Madrid,37,24.2,17,€26.21m,€969.70m,2 ,76,26,38,ES1
Real Madrid,36,24.7,15,€24.89m,€896.10m,3 ,68,17,38,ES1
Valencia CF,33,24.8,17,€15.14m,€499.65m,4 ,61,16,38,ES1
Sevilla FC,38,26.1,21,€8.06m,€306.30m,6 ,59,15,38,ES1
Real Sociedad,33,24.1,9,€9.12m,€300.95m,9 ,50,-1,38,ES1
Real Betis Balompié,34,25.4,15,€8.55m,€290.75m,10 ,50,-8,38,ES1
Athletic Bilbao,32,26.8,3,€7.32m,€234.25m,8 ,53,-4,38,ES1
Celta de Vigo,30,25.3,19,€7.80m,€234.10m,17 ,41,-9,38,ES1
Villarreal CF,32,27.5,12,€7.21m,€230.65m,14 ,44,-3,38,ES1
RCD Espanyol Barcelona,30,26.8,9,€5.82m,€174.70m,7 ,53,-2,38,ES1
Getafe CF,28,27.3,13,€4.72m,€132.20m,5 ,59,13,38,ES1
CD Leganés,38,25.9,19,€2.96m,€112.45m,13 ,45,-6,38,ES1
Deportivo Alavés,29,25.9,10,€3.82m,€110.80m,11 ,50,-11,38,ES1
Levante UD,31,25.8,10,€3.48m,€107.85m,15 ,44,-7,38,ES1
Girona FC,33,25.9,12,€2.95m,€97.25m,18 ,37,-16,38,ES1
SD Eibar,29,27.6,8,€3.24m,€93.90m,12 ,47,-4,38,ES1
Rayo Vallecano,36,26.2,13,€2.41m,€86.70m,20 ,32,-29,38,ES1
Real Valladolid CF,41,25.1,8,€2.02m,€83.00m,16 ,41,-19,38,ES1
SD Huesca,39,26.7,15,€1.57m,€61.40m,19 ,33,-22,38,ES1
FC Barcelona,32,25.9,16,€22.69m,€726.00m,1 ,91,83,38,ES1
Real Madrid,30,24.8,17,€23.81m,€714.30m,2 ,90,76,38,ES1
Atlético de Madrid,30,25.4,17,€13.95m,€418.50m,3 ,88,45,38,ES1
Valencia CF,38,23.7,20,€6.68m,€254.00m,12 ,44,-2,38,ES1
Sevilla FC,38,25.8,19,€6.06m,€230.30m,7 ,52,1,38,ES1
Athletic Bilbao,28,27.0,1,€5.29m,€148.00m,5 ,62,13,38,ES1
Villarreal CF,28,25.4,10,€5.02m,€140.60m,4 ,64,9,38,ES1
Real Sociedad,32,25.5,6,€3.73m,€119.40m,9 ,48,-3,38,ES1
Celta de Vigo,28,24.6,13,€3.25m,€91.10m,6 ,60,-8,38,ES1
Málaga CF,33,27.0,23,€2.36m,€77.95m,8 ,48,3,38,ES1
Granada CF,33,25.9,19,€2.17m,€71.50m,16 ,39,-23,38,ES1
RCD Espanyol Barcelona,33,25.0,9,€1.88m,€62.20m,14 ,43,-34,38,ES1
Deportivo de La Coruña,30,28.2,11,€2.06m,€61.75m,15 ,42,-16,38,ES1
SD Eibar,35,25.8,9,€1.62m,€56.60m,13 ,43,-12,38,ES1
Real Betis Balompié,33,26.9,14,€1.71m,€56.40m,10 ,45,-18,38,ES1
Sporting Gijón,29,24.7,7,€1.83m,€53.20m,17 ,39,-22,38,ES1
Levante UD,31,27.3,10,€1.71m,€53.10m,20 ,32,-33,38,ES1
Rayo Vallecano,35,28.0,13,€1.42m,€49.60m,18 ,38,-21,38,ES1
Getafe CF,30,25.7,12,€1.64m,€49.10m,19 ,36,-30,38,ES1
UD Las Palmas,33,27.2,7,€976k,€32.20m,11 ,44,-8,38,ES1
FC Barcelona,30,25.9,9,€19.55m,€586.60m,1 ,100,75,38,ES1
Real Madrid,34,25.5,18,€17.13m,€582.40m,2 ,85,61,38,ES1
Atlético de Madrid,32,24.6,14,€8.34m,€267.00m,3 ,76,34,38,ES1
Valencia CF,30,25.2,14,€5.76m,€172.90m,5 ,65,13,38,ES1
Sevilla FC,34,24.8,14,€4.26m,€144.80m,9 ,50,4,38,ES1
Málaga CF,33,26.8,21,€3.72m,€122.90m,6 ,57,3,38,ES1
Athletic Bilbao,35,23.8,2,€3.42m,€119.85m,12 ,45,-21,38,ES1
Real Sociedad,27,25.0,9,€4.20m,€113.30m,4 ,66,21,38,ES1
Granada CF,31,26.8,14,€2.35m,€72.80m,15 ,42,-17,38,ES1
Getafe CF,31,26.7,5,€2.20m,€68.30m,10 ,47,-14,38,ES1
Real Betis Balompié,37,25.4,8,€1.79m,€66.20m,7 ,56,1,38,ES1
RCD Espanyol Barcelona,31,25.4,13,€2.07m,€64.10m,13 ,44,-9,38,ES1
Rayo Vallecano,34,25.6,9,€1.46m,€49.75m,8 ,53,-16,38,ES1
Celta de Vigo,30,26.3,10,€1.64m,€49.10m,17 ,37,-15,38,ES1
RCD Mallorca,36,24.9,13,€1.31m,€47.10m,18 ,36,-29,38,ES1
Real Zaragoza,37,25.9,12,€1.26m,€46.80m,20 ,34,-25,38,ES1
CA Osasuna,31,27.7,6,€1.50m,€46.40m,16 ,39,-17,38,ES1
Deportivo de La Coruña,31,28.3,15,€1.47m,€45.60m,19 ,35,-23,38,ES1
Levante UD,32,27.9,14,€1.28m,€41.10m,11 ,46,-17,38,ES1
Real Valladolid CF,25,26.5,8,€1.55m,€38.80m,14 ,43,-9,38,ES1
FC Barcelona,34,25.7,15,€12.17m,€413.70m,3 ,67,33,38,ES1
Real Madrid,26,26.0,17,€13.68m,€355.80m,1 ,85,48,38,ES1
Valencia CF,30,26.2,10,€7.88m,€236.50m,10 ,51,-14,38,ES1
Atlético de Madrid,37,25.3,16,€5.72m,€211.70m,4 ,64,19,38,ES1
Sevilla FC,35,25.9,20,€5.70m,€199.40m,5 ,64,26,38,ES1
Villarreal CF,30,26.3,15,€4.98m,€149.30m,2 ,77,23,38,ES1
RCD Espanyol Barcelona,30,25.7,10,€4.02m,€120.50m,12 ,48,-9,38,ES1
Real Zaragoza,32,26.1,8,€3.75m,€119.90m,18 ,42,-11,38,ES1
CA Osasuna,31,25.3,9,€2.64m,€81.90m,17 ,43,-7,38,ES1
Real Betis Balompié,32,25.8,11,€2.53m,€81.10m,13 ,47,-6,38,ES1
RCD Mallorca,29,25.6,12,€2.74m,€79.60m,7 ,59,15,38,ES1
Athletic Bilbao,32,26.2,1,€2.34m,€75.00m,11 ,50,-3,38,ES1
Racing Santander,33,25.0,10,€2.23m,€73.70m,6 ,60,1,38,ES1
Deportivo de La Coruña,33,25.4,9,€2.18m,€72.10m,9 ,52,-1,38,ES1
Getafe CF,32,25.4,9,€2.15m,€68.90m,14 ,47,-4,38,ES1
UD Almería,26,26.0,9,€2.18m,€56.70m,8 ,52,-4,38,ES1
Recreativo Huelva,29,26.9,12,€1.92m,€55.60m,16 ,44,-20,38,ES1
Real Murcia CF,29,27.4,9,€1.73m,€50.10m,19 ,30,-29,38,ES1
Real Valladolid CF,30,27.3,6,€1.59m,€47.65m,15 ,45,-15,38,ES1
Levante UD,39,27.0,15,€1.07m,€41.60m,20 ,26,-42,38,ES1
FC Barcelona,31,25.1,15,€16.63m,€515.40m,1 ,99,74,38,ES1
Real Madrid,32,25.3,16,€14.12m,€451.70m,2 ,96,67,38,ES1
Valencia CF,34,25.6,10,€7.06m,€240.00m,3 ,71,19,38,ES1
Sevilla FC,36,25.5,18,€6.06m,€218.30m,4 ,63,16,38,ES1
Atlético de Madrid,37,24.1,16,€5.70m,€210.80m,9 ,47,-4,38,ES1
Villarreal CF,31,26.4,13,€5.28m,€163.70m,7 ,56,1,38,ES1
Athletic Bilbao,36,25.2,2,€2.80m,€100.80m,8 ,54,-3,38,ES1
Real Zaragoza,38,26.3,18,€2.30m,€87.25m,14 ,41,-18,38,ES1
Getafe CF,29,26.4,9,€2.67m,€77.30m,6 ,58,10,38,ES1
Deportivo de La Coruña,31,26.0,8,€2.45m,€75.90m,10 ,47,-14,38,ES1
RCD Espanyol Barcelona,34,24.8,13,€2.09m,€71.00m,11 ,44,-17,38,ES1
Racing Santander,34,25.3,9,€1.96m,€66.50m,16 ,39,-17,38,ES1
RCD Mallorca,28,26.5,11,€2.33m,€65.10m,5 ,62,15,38,ES1
UD Almería,25,26.4,13,€2.55m,€63.70m,13 ,42,-12,38,ES1
CA Osasuna,27,27.4,7,€2.22m,€60.00m,12 ,43,-9,38,ES1
Málaga CF,37,25.4,13,€1.58m,€58.60m,17 ,37,-6,38,ES1
Sporting Gijón,35,25.4,3,€1.58m,€55.20m,15 ,40,-15,38,ES1
Real Valladolid CF,34,25.5,8,€1.49m,€50.50m,18 ,36,-25,38,ES1
CD Tenerife,24,27.0,4,€1.42m,€34.00m,19 ,36,-34,38,ES1
Xerez CD,28,26.9,8,€1.16m,€32.50m,20 ,34,-28,38,ES1
Real Madrid,41,24.3,19,€19.24m,€788.80m,2 ,92,80,38,ES1
FC Barcelona,31,25.4,17,€19.48m,€603.80m,1 ,94,89,38,ES1
Atlético de Madrid,32,25.7,16,€11.13m,€356.00m,3 ,78,38,38,ES1
Valencia CF,26,24.1,13,€8.85m,€230.00m,4 ,77,38,38,ES1
Sevilla FC,34,25.0,14,€4.90m,€166.75m,5 ,76,26,38,ES1
Villarreal CF,37,24.1,12,€3.59m,€132.70m,6 ,60,11,38,ES1
Athletic Bilbao,27,26.2,1,€4.15m,€112.10m,7 ,55,1,38,ES1
Real Sociedad,30,25.5,5,€3.23m,€96.80m,12 ,46,-7,38,ES1
Málaga CF,30,26.6,18,€2.76m,€82.80m,9 ,50,-6,38,ES1
RCD Espanyol Barcelona,32,25.4,6,€2.37m,€75.70m,10 ,49,-4,38,ES1
Granada CF,39,25.4,22,€1.73m,€67.55m,17 ,35,-35,38,ES1
Celta de Vigo,28,24.3,11,€2.16m,€60.40m,8 ,51,3,38,ES1
Deportivo de La Coruña,33,26.4,12,€1.63m,€53.90m,16 ,35,-25,38,ES1
Rayo Vallecano,29,26.7,12,€1.78m,€51.70m,11 ,49,-22,38,ES1
Córdoba CF,36,25.8,15,€1.41m,€50.90m,20 ,20,-46,38,ES1
